# simulation result for failure ration

availability   orchestarion   rsc    
0.99    0.0543    0.009533333333333
0.95    2.00953534286868    0.236300236300236
0.90    5.3241   1.1758
0.85    8.67096666666667   2.68123601456935
0.80    12.0099333333333    4.34956666666667
0.75    15.3224333333333    6.4343
